38000,Reintegro de Presupuesto Cerrados,1,0,1,0
39901,Recursos eventuales,1,0,1,0
40000,Transferencias del Ayuntamiento,855645,0,855645,855645
40001,Ingreso APESA Promoción Turística,0,168670.64,168670.64,168670.64
45000,Subvenciones,1,0,1,0
52700,Intereses de depósito,1,0,1,0.98
83001,Anticipos de personal,0,0,0,0
83100,Anticipos al Personal,1,0,1,0
87000,Remanente de Tesorería para gastos generales ,0,218573.15,218573.15,0
,,855650,387243.79,1242893.79,1024316.62
