34300,Senderismo,4000,0,4000,11952.7
34400,Precios publicos de Espectaculos,6,89019.5,89025.5,93509.5
34900,Escuela municipal de Musica y Danza de Arona,140000,0,140000,165167.3
34901,Cursos y Talleres personal adscrito al Patronato,80000,0,80000,99792.38
34902,Precios cursos y talleres por servicio,6,142012.96,142018.96,158601.81
38000,Reintegro de Presupuesto Cerrado,0,0,0,0
38900,Reintegro presupuesto corriente,3,0,3,0
39901,Recursos Eventuales.,500,0,500,2220
39902,Tasa prestación servicios en Istalaciones Cult.,6,7705,7711,7705
40000,Transferencias del Ayuntamiento,2387818,0,2387818,2387818
42090,Otras transferencias corrientes de la Administraci,0,0,0,3523.5
45000,Subvenciones CC.AA.,6,0,6,0
46100,Subvenciones Entidades Locales,6,0,6,0
46200,Subvenciones de Entidades Locales,0,57428.54,57428.54,57428.54
52700,Intereses de depósito,6,0,6,0.41
83001,Anticipos personal,0,13400,13400,13400
87000,Remanente Tesorería para Gastos Generales,0,500718.95,500718.95,0
,,2612357,810284.95,3422641.95,3001119.14
